EMA_short,EMA_long,Total Return,CAGR,Volatility,Sharpe Ratio,Max Drawdown
50,200,-1.0,-0.9999999999999987,12.168296277444352,-0.08218077347883444,-1.0939480483702662
20,200,-1.0,-1.0,11.987054918389573,-0.08342332681448557,-1.004307610651635
30,100,-1.0,-1.0,11.885216255568473,-0.08413814090521736,-1.0033645151808712
10,50,-1.0,,10.161067880507353,,-1.0001626034413849
20,100,-1.0,,11.495308223045056,,-1.1534378614045027
30,150,-1.0,,12.026500348236016,,-1.0026995668367176
5,20,-1.0,,9.291137151048183,,-1.0129211468858197
8,21,-1.0,,9.602106976255431,,-1.0064995704379338
12,26,-1.0,,9.990805429045379,,-1.0102309029796686
